Date,Open,High,Low,Close,Volume,Updated
2009-12-14T23:59:59Z,1.34280,1.34920,1.33690,1.34290,null,1718274616088
2009-12-14T23:59:59Z,1.34280,1.34920,1.33690,1.34290,null,1718274616088
2009-12-15T23:59:59Z,1.34330,1.35740,1.34290,1.35150,null,1718274616088
2009-12-16T23:59:59Z,1.35200,1.35810,1.34970,1.35630,null,1718274616088
2009-12-17T23:59:59Z,1.35630,1.37110,1.35570,1.36570,null,1718274616088
2009-12-18T23:59:59Z,1.36580,1.37030,1.35840,1.36940,null,1718274616088
2009-12-21T23:59:59Z,1.36310,1.37500,1.36080,1.37270,null,1718274616088
2009-12-22T23:59:59Z,1.37260,1.37750,1.36760,1.37140,null,1718274616088
2009-12-23T23:59:59Z,1.37140,1.37540,1.36390,1.36660,null,1718274616088
2009-12-24T23:59:59Z,1.36670,1.36700,1.35790,1.36550,null,1718274616088
2009-12-25T23:59:59Z,1.36410,1.36410,1.36410,1.36410,null,1718274616088
2009-12-29T23:59:59Z,1.36070,1.36830,1.36030,1.36440,null,1718274616088
2009-12-30T23:59:59Z,1.36420,1.37530,1.36330,1.36800,null,1718274616088
2009-12-31T23:59:59Z,1.36810,1.37480,1.36090,1.36900,null,1718274616088
2010-01-01T23:59:59Z,1.36900,1.36900,1.36900,1.36900,null,1718274616088
2010-01-04T23:59:59Z,1.38160,1.38610,1.36950,1.37470,null,1718274616088
2010-01-05T23:59:59Z,1.37480,1.38670,1.37240,1.38540,null,1718274616088
2010-01-06T23:59:59Z,1.38530,1.39240,1.38310,1.39040,null,1718274616088
2010-01-07T23:59:59Z,1.39040,1.40020,1.38650,1.39830,null,1718274616088
2010-01-08T23:59:59Z,1.39810,1.40290,1.39070,1.39430,null,1718274616088
2010-01-11T23:59:59Z,1.38890,1.39290,1.38290,1.39140,null,1718274616088
2010-01-12T23:59:59Z,1.39150,1.39760,1.38390,1.39570,null,1718274616088
2010-01-13T23:59:59Z,1.39510,1.39650,1.38820,1.39340,null,1718274616088
2010-01-14T23:59:59Z,1.39340,1.39710,1.39020,1.39240,null,1718274616088
2010-01-15T23:59:59Z,1.39240,1.40910,1.39210,1.40340,null,1718274616088
2010-01-18T23:59:59Z,1.40470,1.40810,1.40120,1.40120,null,1718274616088
2010-01-19T23:59:59Z,1.40180,1.41450,1.40060,1.41210,null,1718274616088
2010-01-20T23:59:59Z,1.41230,1.42290,1.41170,1.41680,null,1718274616088
2010-01-21T23:59:59Z,1.41690,1.42530,1.41040,1.41190,null,1718274616088
2010-01-22T23:59:59Z,1.41230,1.42130,1.40730,1.41690,null,1718274616088
2010-01-25T23:59:59Z,1.41290,1.41740,1.40960,1.41440,null,1718274616088
2010-01-26T23:59:59Z,1.41440,1.42270,1.41040,1.42150,null,1718274616088
2010-01-27T23:59:59Z,1.42170,1.42450,1.41720,1.41960,null,1718274616088
2010-01-28T23:59:59Z,1.41950,1.43030,1.41860,1.42770,null,1718274616088
2010-01-29T23:59:59Z,1.42740,1.44040,1.42640,1.44040,null,1718274616088
2010-02-01T23:59:59Z,1.43980,1.44280,1.43280,1.44130,null,1718274616088
2010-02-02T23:59:59Z,1.44180,1.44530,1.43500,1.43740,null,1718274616088
2010-02-03T23:59:59Z,1.43730,1.44490,1.43400,1.44340,null,1718274616088
2010-02-04T23:59:59Z,1.44340,1.45470,1.44170,1.44810,null,1718274616088
2010-02-05T23:59:59Z,1.44820,1.46300,1.44790,1.45410,null,1718274616088
2010-02-08T23:59:59Z,1.45800,1.46240,1.45360,1.45930,null,1718274616088
2010-02-09T23:59:59Z,1.45970,1.45990,1.44370,1.44870,null,1718274616088
2010-02-10T23:59:59Z,1.44880,1.45320,1.43950,1.44560,null,1718274616088
2010-02-11T23:59:59Z,1.44520,1.46260,1.44000,1.45320,null,1718274616088
2010-02-12T23:59:59Z,1.45320,1.46970,1.45110,1.45420,null,1718274616088
2010-02-15T23:59:59Z,1.45020,1.46170,1.44980,1.45840,null,1718274616088
2010-02-16T23:59:59Z,1.45850,1.45930,1.44540,1.44640,null,1718274616088
2010-02-17T23:59:59Z,1.44620,1.46580,1.44450,1.46420,null,1718274616088
2010-02-18T23:59:59Z,1.46390,1.47610,1.45530,1.47380,null,1718274616088
2010-02-19T23:59:59Z,1.47400,1.47530,1.45130,1.45130,null,1718274616088
2010-02-22T23:59:59Z,1.44660,1.45540,1.44500,1.45280,null,1718274616088
2010-02-23T23:59:59Z,1.45290,1.46150,1.44600,1.45460,null,1718274616088
2010-02-24T23:59:59Z,1.45440,1.46000,1.44750,1.45690,null,1718274616088
2010-02-25T23:59:59Z,1.45670,1.46660,1.44650,1.45320,null,1718274616088
2010-02-26T23:59:59Z,1.45330,1.45340,1.43830,1.44440,null,1718274616088
2010-03-01T23:59:59Z,1.44050,1.45650,1.43970,1.44890,null,1718274616088
2010-03-02T23:59:59Z,1.44900,1.45710,1.44380,1.44720,null,1718274616088
2010-03-03T23:59:59Z,1.44740,1.45080,1.43710,1.44290,null,1718274616088
2010-03-04T23:59:59Z,1.44270,1.45150,1.43860,1.45030,null,1718274616088
2010-03-05T23:59:59Z,1.45040,1.45800,1.44600,1.44810,null,1718274616088
2010-03-08T23:59:59Z,1.44580,1.45430,1.44200,1.45250,null,1718274616088
2010-03-09T23:59:59Z,1.45230,1.46130,1.45050,1.45350,null,1718274616088
2010-03-10T23:59:59Z,1.45340,1.46040,1.45220,1.45740,null,1718274616088
2010-03-11T23:59:59Z,1.45730,1.46470,1.45620,1.46080,null,1718274616088
2010-03-12T23:59:59Z,1.46080,1.46220,1.45280,1.45380,null,1718274616088
2010-03-15T23:59:59Z,1.45390,1.46330,1.45380,1.46160,null,1718274616088
2010-03-16T23:59:59Z,1.46180,1.46330,1.44780,1.45140,null,1718274616088
2010-03-17T23:59:59Z,1.45140,1.45880,1.44900,1.45550,null,1718274616088
2010-03-18T23:59:59Z,1.45570,1.46660,1.45520,1.46360,null,1718274616088
2010-03-19T23:59:59Z,1.46230,1.47390,1.46100,1.46640,null,1718274616088
2010-03-22T23:59:59Z,1.47030,1.47520,1.46590,1.46910,null,1718274616088
2010-03-23T23:59:59Z,1.46730,1.48170,1.46720,1.48170,null,1718274616088
2010-03-24T23:59:59Z,1.48120,1.49060,1.47920,1.48690,null,1718274616088
2010-03-25T23:59:59Z,1.48700,1.49880,1.48360,1.49570,null,1718274616088
2010-03-26T23:59:59Z,1.49350,1.49390,1.48210,1.48530,null,1718274616088
2010-03-29T23:59:59Z,1.48630,1.49680,1.48620,1.48990,null,1718274616088
2010-03-30T23:59:59Z,1.48830,1.50060,1.48710,1.49450,null,1718274616088
2010-03-31T23:59:59Z,1.49350,1.49980,1.48640,1.48980,null,1718274616088
2010-04-01T23:59:59Z,1.48960,1.49660,1.48280,1.48280,null,1718274616088
2010-04-02T23:59:59Z,1.48430,1.49700,1.48390,1.49390,null,1718274616088
2010-04-05T23:59:59Z,1.49400,1.49780,1.48910,1.49430,null,1718274616088
2010-04-06T23:59:59Z,1.49640,1.51000,1.49640,1.50580,null,1718274616088
2010-04-07T23:59:59Z,1.50700,1.51340,1.49960,1.51040,null,1718274616088
2010-04-08T23:59:59Z,1.51200,1.51710,1.50570,1.50570,null,1718274616088
2010-04-09T23:59:59Z,1.50660,1.51160,1.49600,1.49600,null,1718274616088
2010-04-12T23:59:59Z,1.48040,1.49010,1.47850,1.48710,null,1718274616088
2010-04-13T23:59:59Z,1.48960,1.49120,1.47910,1.47910,null,1718274616088
2010-04-14T23:59:59Z,1.47940,1.48220,1.46990,1.47290,null,1718274616088
2010-04-15T23:59:59Z,1.47110,1.48680,1.47020,1.48380,null,1718274616088
2010-04-16T23:59:59Z,1.48520,1.49140,1.47970,1.47970,null,1718274616088
2010-04-19T23:59:59Z,1.48690,1.49010,1.47750,1.48050,null,1718274616088
2010-04-20T23:59:59Z,1.47910,1.48890,1.47650,1.48890,null,1718274616088
2010-04-21T23:59:59Z,1.48850,1.49630,1.48300,1.48940,null,1718274616088
2010-04-22T23:59:59Z,1.48940,1.50690,1.48360,1.50690,null,1718274616088
2010-04-23T23:59:59Z,1.50550,1.50740,1.49230,1.49460,null,1718274616088
2010-04-26T23:59:59Z,1.49560,1.50560,1.49000,1.49320,null,1718274616088
2010-04-27T23:59:59Z,1.49400,1.51070,1.49360,1.50760,null,1718274616088
2010-04-28T23:59:59Z,1.50820,1.51570,1.50100,1.50630,null,1718274616088
2010-04-29T23:59:59Z,1.50680,1.51250,1.50380,1.50780,null,1718274616088
2010-04-30T23:59:59Z,1.50710,1.51250,1.49820,1.49860,null,1718274616088
2010-05-03T23:59:59Z,1.49840,1.51430,1.49840,1.51430,null,1718274616088
2010-05-04T23:59:59Z,1.51230,1.52980,1.51010,1.52980,null,1718274616088
2010-05-05T23:59:59Z,1.52810,1.54280,1.52620,1.53960,null,1718274616088
2010-05-06T23:59:59Z,1.53900,1.55710,1.53460,1.54350,null,1718274616088
2010-05-07T23:59:59Z,1.54470,1.55350,1.53600,1.54060,null,1718274616088
2010-05-10T23:59:59Z,1.52560,1.55830,1.51840,1.55830,null,1718274616088
2010-05-11T23:59:59Z,1.55700,1.56880,1.54900,1.56550,null,1718274616088
2010-05-12T23:59:59Z,1.56410,1.57160,1.55890,1.56830,null,1718274616088
2010-05-13T23:59:59Z,1.56770,1.57910,1.56500,1.57470,null,1718274616088
2010-05-14T23:59:59Z,1.57540,1.59640,1.57390,1.59360,null,1718274616088
2010-05-17T23:59:59Z,1.59260,1.60810,1.59120,1.59440,null,1718274616088
2010-05-18T23:59:59Z,1.59460,1.61570,1.58780,1.61570,null,1718274616088
2010-05-19T23:59:59Z,1.61570,1.61870,1.57160,1.58170,null,1718274616088
2010-05-20T23:59:59Z,1.58260,1.59590,1.55050,1.55780,null,1718274616088
2010-05-21T23:59:59Z,1.55570,1.56180,1.53960,1.54650,null,1718274616088
2010-05-24T23:59:59Z,1.55360,1.58170,1.55050,1.57730,null,1718274616088
2010-05-25T23:59:59Z,1.57640,1.58470,1.56530,1.56860,null,1718274616088
2010-05-26T23:59:59Z,1.56990,1.58770,1.56930,1.58030,null,1718274616088
2010-05-27T23:59:59Z,1.57880,1.59550,1.56480,1.56850,null,1718274616088
