Date,Open,High,Low,Close,Volume,Updated
1992-12-24T23:59:59Z,45.33480,45.67300,45.33480,45.67300,null,1718274647643
1992-12-24T23:59:59Z,45.33480,45.67300,45.33480,45.67300,null,1718274647643
1992-12-25T23:59:59Z,45.25990,45.59760,45.25990,45.59760,null,1718274647643
1992-12-28T23:59:59Z,45.22310,45.55480,45.22310,45.55480,null,1718274647643
1992-12-29T23:59:59Z,44.96540,45.29190,44.96540,45.29190,null,1718274647643
1992-12-30T23:59:59Z,44.90230,45.23190,44.90230,45.23190,null,1718274647643
1992-12-31T23:59:59Z,44.85820,45.18870,44.85820,45.18870,null,1718274647643
1993-01-04T23:59:59Z,44.54950,44.87340,44.54950,44.87340,null,1718274647643
1993-01-05T23:59:59Z,44.34810,44.67040,44.34810,44.67040,null,1718274647643
1993-01-06T23:59:59Z,44.57630,44.89450,44.57630,44.89450,null,1718274647643
1993-01-07T23:59:59Z,44.49100,44.81440,44.49100,44.81440,null,1718274647643
1993-01-08T23:59:59Z,44.48430,44.80570,44.48430,44.80570,null,1718274647643
1993-01-11T23:59:59Z,44.44520,44.76800,44.44520,44.76800,null,1718274647643
1993-01-12T23:59:59Z,44.58610,44.90900,44.58610,44.90900,null,1718274647643
1993-01-13T23:59:59Z,44.56630,44.89870,44.56630,44.89870,null,1718274647643
1993-01-14T23:59:59Z,44.77970,45.10470,44.77970,45.10470,null,1718274647643
1993-01-15T23:59:59Z,44.90770,45.23730,44.90770,45.23730,null,1718274647643
1993-01-18T23:59:59Z,44.57470,44.89850,44.57470,44.89850,null,1718274647643
1993-01-19T23:59:59Z,44.72980,45.06340,44.72980,45.06340,null,1718274647643
1993-01-20T23:59:59Z,44.49050,44.81360,44.49050,44.81360,null,1718274647643
1993-01-21T23:59:59Z,44.73740,45.06180,44.73740,45.06180,null,1718274647643
1993-01-22T23:59:59Z,44.60100,44.92500,44.60100,44.92500,null,1718274647643
1993-01-25T23:59:59Z,44.18720,44.51690,44.18720,44.51690,null,1718274647643
1993-01-26T23:59:59Z,44.53290,44.85980,44.53290,44.85980,null,1718274647643
1993-01-27T23:59:59Z,44.48790,44.81090,44.48790,44.81090,null,1718274647643
1993-01-28T23:59:59Z,44.62330,44.94620,44.62330,44.94620,null,1718274647643
1993-01-29T23:59:59Z,44.79920,45.13270,44.79920,45.13270,null,1718274647643
1993-02-01T23:59:59Z,44.38530,44.70740,44.38530,44.70740,null,1718274647643
1993-02-02T23:59:59Z,44.33300,44.65390,44.33300,44.65390,null,1718274647643
1993-02-03T23:59:59Z,44.05370,44.37280,44.05370,44.37280,null,1718274647643
1993-02-04T23:59:59Z,44.03830,44.35320,44.03830,44.35320,null,1718274647643
1993-02-05T23:59:59Z,43.85380,44.18050,43.85380,44.18050,null,1718274647643
1993-02-08T23:59:59Z,43.67480,43.99240,43.67480,43.99240,null,1718274647643
1993-02-09T23:59:59Z,42.69000,42.99840,42.69000,42.99840,null,1718274647643
1993-02-10T23:59:59Z,42.73820,43.05730,42.73820,43.05730,null,1718274647643
